source_text,level,link,name,metadata
"The Hodgson family from Texas, USA are probably the most talented family in the country. Thomas is the father of the family. He's 52 years old and he can do everything. He can run for a long time. Every day, he goes running in his neighborhood for 40 minutes. He can also swim very well. He swims for his state's over-50 team! Thomas can't speak any foreign languages, but his wife, Judy, certainly can! She can speak French, Spanish and even Japanese. And she can teach them too. She works at the Pinewood Language Academy. Thomas and Judy Hodgson have three children and they can all do many things too. Robbie, 23, can't run for long distances like his father, but he can run very fast. He can run 100 meters in just 11 seconds. That's very fast. He can also fly! Not like a bird, but using a hang-glider. He goes hang-gliding every weekend in the hills near the family home. The middle child is Janine, who is 19. She's similar to her mother and she loves foreign languages. She studies Italian and French and can speak both of them very well. When she's with her mother, they can speak French and nobody in the house understands them! Clara is the baby of the family. She's only 9 years old. She can't speak French and she can't fly. What can she do? She can bake the best cakes in the world! And her parents and her brother and sister can eat them.",A1,https://www.esl-lounge.com/student/reading/1r23-elementary-reading-the-hodgsons-can-true-false-questions.php,esl_lounge,{'title': 'The Hodgsons Can! - True/False Questions'}
"This is my garden. It's very big and also very wide. On one side, there is the McDonald family and on the other side, there is the Korfman family. I like both my neighbors. There is a lot of grass in my garden. Now, it's September and the grass is long and thick. I also have three trees in the garden. There is a young lemon tree which is very small. It doesn't have any fruit, maybe next year! Then, there is a peach tree. There aren't many peaches this year because of the cold weather in April and May. The third tree is an apple tree. Apples always grow well in this area and the tree is full of big green apples. Tomorrow, I want to make a big apple pie. There are two animals in the garden at the moment. Max is my Rottweiler dog. Many people think Rottweilers are dangerous, but Max is very friendly and everybody loves him. He's 4 years old. Playing with Max is Hector, our beautiful white cat. He's nearly ten years old. There are many other colors in my summer garden. In December when it's cold and gray, it's not a very happy place, but now in September, it's wonderful. There are the red roses and we have other flowers that are green and yellow. There is a large tent in the middle of the grass, a huge purple tent. That's because my brother, Luke, likes camping but my mother doesn't want him to go camping - only in the garden! So he sleeps in the purple tent. Luke is only eight years old, so I think my mother is right. Camping in the garden is safe for an eight year old.",A1,https://www.esl-lounge.com/student/reading/1r26-elementary-reading-my-garden-missing-word.php,esl_lounge,{'title': 'My Garden'}
"Carston is a very historic town in the north of England. The Romans arrived in Carston two thousand years ago and they stayed for three hundred years. Even today, you can still see many signs of the Romans. There is still the large city wall that they built with its three gates: Main, East and South. The wall is not complete but you can still see the three gates. Many tourists comes to Carston to see the Roman ruins. Carston is famous for its history, but it's also a modern town with 74,000 people. They work in many types of jobs. The most common occupation is tourism, but there are also many people who work in the local car factory. The factory makes sports cars that are exported all over the world. There is another factory in Carston and in this factory, four hundred people work and they make microwave ovens. Carston also has a small football team which is not very successful and a rugby team that is more successful. The rugby team won the regional championship three years ago and one of their players, Danny Biggs, played three times for England. He still lives in Carston. He wants to return to play for Carston rugby team before he retires. Another famous Carston resident is the Hollywood movie star, Jason John Lee. He left Carston when he was 15 years old, but returns every summer to visit his family. Jason's school, Carston Middle School, now has a small theatre named after Jason. Jason gave his school some money to build the theatre. Maybe in the future, there will be other famous actors from Carston!",A1,https://www.esl-lounge.com/student/reading/1r20-elementary-reading-carston-town-true-false-questions.php,esl_lounge,{'title': 'Carston Town - True/False Questions'}
"Michael works in a restaurant in the centre of Madrid, Spain. He goes to work at 5pm, but yesterday at 5pm, he wasn't on the bus, he was in a taxi going to the hospital. He was very sick! Usually, he works in the kitchen all evening, but yesterday he wasn't in the kitchen. He was in the X-ray department of the hospital because the doctors were worried about his stomach pains. Normally, at 11pm, Michael takes a bus to go home after finishing at the restaurant, but yesterday at 11pm, he was still in the hospital and he was still unhappy and sick. He was in a bed and he was very hot - 102 degrees! Was he worried? Yes, he was! In the morning, he was better and the doctors were pleased. What was the problem? It was bad food - from his restaurant!",A1,https://www.esl-lounge.com/student/reading/1r22-elementary-reading-michael-and-his-stomach-true-false-questions.php,esl_lounge,{'title': 'Michael And His Stomach - True/False Questions'}
"Mary Dexter is a young student who lives in Denver, Colorado in the west of the USA. Now, she is 17 and is studying at her local high school, but she already has big plans for her future. After she finishes high school next year, she's going to study at a big college in California. She's very excited about it. She's going to live in San Diego - her favorite city. She's going to study Marine Biology, which means she is going to learn about all the animals that live in the sea. And San Diego is the perfect place to study Marine Biology because the Pacific Ocean is very near and there is the wonderful Sea World there, where you can see sharks and seals and many other sea animals. What is she going to do after she finishes her six-year course in San Diego? ""I'm going to become a famous biologist and save the oceans,"" Mary says.",A1,https://www.esl-lounge.com/student/reading/1r24-elementary-reading-ambitious-mary-true-false-questions.php,esl_lounge,{'title': 'Ambitious Mary - True/False Questions'}
"This is where I work. The name of my company is Marshall Publishing. I started working here six years ago. I spend a lot of time on the phone, speaking to our clients, especially in Japan and Saudi Arabia. It's lucky that they all speak very good English because I don't speak Japanese or Arabic! I also do some work in the advertising department of the company, helping to make adverts for radio stations around the world. That's my favorite part of the job. It's not a big office and it's not very modern either, but we really like working here. There's only one computer and there's a lot of papers and files. It's like an office from ten years ago really. The walls are gray, although they should be white. They are dirty and we need to paint them again. In my part of the office, there's me and then there are three others, Lucy, Helen and Paul. Paul is the new one. He arrived only three months ago. He was a lawyer before, then he decided he didn't want to be a lawyer any more, so he changed his job completely. I imagine he earns a lot less money with us! Helen arrived at Marshall Publishing only a month or two after me. She's my best friend in the office because we helped each other a lot when we were both new. Lucy is the grandmother of the office. She started working here almost twelve years ago, when the company started. Everybody comes to her when there's a problem, when you have something you don't understand. She's a grandmother in real life too: she has 6 grandchildren! The manager of the office is Liam. He's 39 years old and worked for a large publishers in London before taking this job. I think at the beginning, he felt a little strange, like an outsider. Now, he's one of the family. He's the best boss you could have!",A1,https://www.esl-lounge.com/student/reading/1r27-elementary-reading-my-office-multiple-choice-questions.php,esl_lounge,{'title': 'My Office'}
"Daniel Jones If you've ever seen a pirate film in the past, you can save your money. This is one of the most predictable films I have seen this year. The plot is totally unbelievable and the script is something amateurish out of filmmaker college. There is some nice cinematography but the Hawaiian scenery is not enough to save this film. Great support acting from the Frenchman Thierry Montpasse as the evil Captain Scar. Angela Moore I just loved this fast-moving pirate thriller. The story moves at dizzying speed from one terrifying battle scene to the next and you really feel as if you are on the ships with these evil thieves and smugglers. Chief pirate, British actor Colin Williams, is given all the best, wittiest lines and the film has its share of laughs as well as scary moments. The storm scene at the beginning leaves you both exhausted and terrified. Max Court I found this film absolutely delightful. An inspiring cast is directed with great skill and invention by German Dieter Muller. There are plenty of surprises in the story to keep the audience guessing until the last minute. Some clever jokes give the film a surprising level of humor too, which I really wasn't expecting from a film about pirates.	 Deborah McGhee The Silver Glove promises much but delivers very little. The opening scene, filmed in a storm of lightning and high waves, is an exciting start but as the film takes you from one swordfight to another, it starts to seem a bit monotonous. Patricia Groves plays the doctor wonderfully and there may be an Oscar nomination for her in the new year. William Wilson The Silver Glove is an action-packed pirate drama in the best traditions of this genre. If you only want swordfights and buried treasure, you may be disappointed as this intriguing film also offers a complex plot which is never dull. Some of the language may be too crude for younger children but this is really my only complaint. Some fine acting completes this fun movie. Maria Thomson After all the money that has been spent on this simplistic pirate tale, you would expect more than this dull movie. The battle scenes are so repetitive that you may think you've seen the film before. Some of the camera work is inventive and is to be complimented. The ship chase creates a lot of tension and excitement that the rest of the film fails to do.",A2,https://www.esl-lounge.com/student/reading/2r4-the-silver-glove.php,esl_lounge,{'title': 'The Silver Glove'}
"Considering their wedding cost over $20,000 and took a year and a half to organize, you would be surprised to hear that Richard and Victoria Hammond now intend to forget it. Well, almost. ""It was a wonderful wedding, an unbelievable day,"" says Victoria. ""But we have so much we want to do together now, we are both looking to the future."" Her husband, banker and amateur race driver Richard, agrees. ""Both our minds are now fixed firmly on the future. I'll never forget our wedding ceremony or the reception we had at a cliff-side hotel afterwards, but there's so much we want, so many hopes. Our marriage is so much more important than the wedding."" ""At the moment, we are still living with my parents,"" explains Victoria, ""so our first wish is to find our own place. We intend to start looking for a new house with all the modern conveniences in the suburbs in the new year."" Both Victoria and husband Richard have a lot of siblings. Do they intend to add to the extended Hammond family? ""We plan on having two or three children ourselves,"" Richard tells me. ""Victoria is just wonderful with children and I can get 3 years paternity leave from my work, which is just perfect."" The young couple has just returned from a two-week honeymoon spent in an authentic Scottish castle. Both the newly-weds are big travel lovers and Richard hopes this will continue. ""I would like to go travelling as much as possible together. Travelling with someone else is such a sharing experience. I think it's sad to experience all the wonderful places in the world and have no-one else there."" Victoria also has another great travel ambition that she might have to do alone. ""I have always been fascinated by safari and my real wish is to go on safari. Richard has no interest in wildlife though."" And what about the marriage itself? In a world with such a high divorce rate, how do Richard and Victoria hope to avoid all the problems that beset so many other couples? Richard explains thoughtfully that ""our ambition is to always talk to each other. If you stop communicating, what chance do you have?"" His wife goes along with that completely. ""I hope that we can speak about things, but also not expect everything to be easy. I think many people expect the wedding to be the end of getting to know each other. I think it's the start.""",A2,https://www.esl-lounge.com/student/reading/2r5-just-married.php,esl_lounge,{'title': 'Just Married'}
"The building company Hong Kong Housing is building a new suburb in Shanghai, a city with a population of more than 15 million people. But this suburb is not like other parts of Shanghai. It is a little piece of England. The name of the new area is ""English Town"". The manager of Hong Kong Housing, Shi Guangsheng, says many people in this area of China want to buy an English house and live in an English town. ""This town is like Bristol or Chester. There is an English square and there are pigeons to feed like in Trafalgar Square, London. There are four English-style pubs and you can buy English beer to drink. There is a canal and you can row a boat there like in Cambridge."" Are there any cricket fields? ""No, there aren't any places to play cricket because nobody in Shanghai can play this game. But there is a football stadium like those in England. And the thing we are very proud of is our shopping street. There are several shops where you can buy traditional English food like fish and chips or Christmas Pudding."" The rich Shanghai businessman can do some gardening too. For with every house in ""English Town"", there is an English lawn and there are long gardens with ponds and tall hedges. But there is one problem. The houses in this part of town cost a minimum of $400,000!",A2,https://www.esl-lounge.com/student/reading/2r6-english-town.php,esl_lounge,{'title': 'English Town'}
"Dear Elena, Thank you for the letter you sent me last week. I'm very happy to hear that you and Francesco are well and that your exam results were so good. Well done! I know you studied hard and you deserve your success. Mine are next week so at the moment I'm studying a lot. I'm really nervous about them because, if you remember, I was ill for a couple of months at the end of the year and so I missed a lot of lessons. When they finish I would like to come and visit you for a few days, if that's OK with your mom and dad. Do you remember I told you about my friend Amanda from Scotland? She's going to come here next month and is going to stay for two weeks. I'd like you to come too so you can meet her and we can all go out together. What do you think? We can practice our English! I remember last year we had such a good time. The beaches near your house are wonderful and I really enjoyed meeting your friends (especially Roberto! Is he still single?) I can't remember the name of the disco next to the train station but I'd like to go there again - it was fun. Oh, guess what! Jason broke his arm last weekend! He went to the skateboard park with his friends from school and fell down some steps (he doesn't know how to skateboard!) He's got a plaster cast and he's going to have it for at least six weeks. He's such an idiot! My mom's calling me for lunch so I'll finish this letter now. Say hello to your family and don't forget to congratulate Francesco for me. lots of love Milena   x x PS. Say Hi to Roberto too!",A2,https://www.esl-lounge.com/student/reading/2r7-pen-pals.php,esl_lounge,{'title': 'Pen Pals'}
"1.The last time I went to a restaurant was about 2 months ago. My wife and I wanted to celebrate our wedding anniversary with a good meal so we went to an expensive Italian restaurant in downtown Lisbon. We both had pasta to start and for the main course my wife ordered a steak and I chose fish. For dessert we both ate chocolate cake topped with fresh cream. Delicious! 2. I went to a restaurant yesterday evening with my sister's children. It wasn't very expensive and the menu was very limited. We all had a burger and French fries, and drank cola. It wasn't very good. 3. My boyfriend loves spicy food so this restaurant was perfect. The waiters were all really friendly and polite, and they played traditional sitar music which was very relaxing. The menu offered vegetarian dishes as well as meat dishes served with rice and a sauce - it depended on how hot you wanted it! I chose a mild beef curry but my boyfriend had a lamb 'vindaloo' - he also drank 2 liters of water!! 4. My class at the university went there last weekend. It's a very popular type of restaurant in my country. It generally offers one type of food (a kind of bread with cheese and tomato sauce) which you then choose what ingredients to add on top of it. I asked for olives and mushrooms on mine and my classmates each had something different so we could taste a piece of each person's meal.",A2,https://www.esl-lounge.com/student/reading/2r8-eating-out.php,esl_lounge,{'title': 'Eating Out'}
"The Rodriguez Brothers Circus is in town! Every year, the circus arrives and stays for a week. Then they go to the next town. There are not many animals in the circus. People told the circus that they didn't like seeing animals performing. There is an elephant called Jacob and two old lions, Hattie and Meg. Most of the performers are human! There is Leopold, The Strongest Man In The World. His father also worked in the circus, but Leopold is stronger than him, he has bigger arms and bigger legs too! Leopold performs his act every night for the town's people who come to watch. Another performer is Clara. She says she has the longest hair in the world. It's about 4 metres long! She also has a daughter who works in the circus. Her name is Sue-Ellen. Her hair is a lot shorter, but she wants to grow it as long as her mother's. Sue-Ellen helps look after the animals and she's also learning how to juggle. The highlight of the circus are the three clowns, Pit, Pot and Pat. They all wear long red shoes, but Pat's shoes are the longest and sometimes, he falls over because they're so long! They perform for about twenty minutes and they are always the most popular act with the audience, especially the children. Many people think Pit, Pot and Pat are three brothers, but Pat is older than the other two - he's their father! He's the oldest clown in the country, but he has a lot of energy. Tomorrow will be the longest day because the circus is leaving town and everything must be packed away into big trucks.",A2,https://www.esl-lounge.com/student/reading/2r9-circus-superlative-reading.php,esl_lounge,{'title': 'The Circus: Superlatives and Comparatives'}
"Patricia Denning stars in a sad movie about ambition and heartbreak. When Cecilia leaves college in Texas, she has everything: a wonderful boyfriend, Carl, an interesting job and an expensive house in a pretty town. Her life is perfect. Even her black Labrador dog, Perky, is a star: he wins the local dog competition and Hollywood wants to put him in a movie. Cecilia goes to Hollywood with him and leaves her boyfriend alone back home. When the studio fires Perky, Cecilia decides to stay in Hollywood and tries to get other movie roles for her beautiful dog. Carl gives Cecilia an ultimatum: come home and stop behaving crazily, or stay there forever. Cecilia decides to stay in Hollywood and wants to become an actress herself. She sends Perky back to Texas and starts an acting course. After six months, Cecilia realizes she can't act and she misses home, but it's too late. Carl has found another girlfriend. Cecilia tries to win him back, and also discovers a lot about herself on her long journey. This is a very sad movie, which makes you think about what we want from life. Patricia Denning is very convincing as Cecilia, but the star of the movie is gorgeous Perky, the black Labrador who steals our hearts. Black Hollywood is in cinemas from next week.",A2,https://www.esl-lounge.com/student/reading/2r10-pre-intermediate-reading-black-hollywood-definitions-quiz.php,esl_lounge,{'title': 'Black Hollywood - Vocabulary Definition Quiz'}
"I'm going to tell you about my Aunt Helen's house. It's not her main house, that's in the city. No, this house is by the lake. There was a small town by the lake called Miller's Ford, but all the people moved away when the fishing and mining stopped about sixty years ago. But the houses stayed, of course. My Aunt Helen uses that house as a vacation home and she goes there for a few weeks every year to relax. But staying in that house isn't a relaxing experience. I think the house is haunted! I think there's a ghost there from many many years ago. Helen says I'm silly and that I've got an over-active imagination. But there are many things that happen in that house that cannot be easily explained. One day, shortly after getting up, I went to find my Aunt Helen to say ""good morning"" and I heard her talking in a room that she usually never uses. I think it used to be the nursery of the house when Miller's Ford was a busy town in the 19th Century. I listened at the door and could hear Helen reading something out, or perhaps she was dictating a letter. I couldn't hear any other person in the room with her so it wasn't a normal conversation. I didn't want to disturb my aunt, so I went back downstairs and went to make breakfast in the kitchen, which I ate on the porch that overlooked the lake. It was a beautiful sunny morning. Half an hour later, I heard my aunt's car arriving. She had been to the local store to buy some bread and milk. I couldn't believe it! ""What are you looking so shocked for?"" she asked me. ""I thought you were in the old nursery, working on your letters, Auntie,"" I replied. ""I never go in that room,"" she said. ""I haven't been in that room for fifteen years."" A few other things like that happened over the next few visits I made to that house and I grew to dislike it very much. Then, one day in my local library, I found a story in an old newspaper with the title ""The Constant Babysitter"". The story was that a baby had died in one of the houses by the lake at Miller's Ford and the babysitter was blamed, a woman of 37 who was a family friend and had offered to look after the baby. But she spent all her time in the kitchen writing her letters and didn't know that someone had climbed in the baby's window and taken her. The baby was never found. The woman killed herself through depression after the baby's disappearance and local people then said her ghost stayed very close to where the baby was left by the parents -  in the nursery. I never went back to that house, despite my Aunt Helen's many invitations.",A2,https://www.esl-lounge.com/student/reading/2r12-pre-intermediate-reading-aunt-helens-house-multiple-choice.php,esl_lounge,{'title': 'Aunt Helen's House - Reading Comprehension Multiple Choice'}
"Here are the instructions for next weekend's camping trip in Scotland. There are seventeen people going on this trip so it's important that you arrive at the meeting point early enough for us to be able to leave at 8am. There will be two minibuses and please make sure you are on the right one. Last week's e-mail gave all this information. We should arrive in the camping area at about 2pm, which will give us enough time to buy the food we need in the local supermarket and then go to the area where we will set up the tents, which is a long way from town. There will be a total of four large tents put up and each tent will have a tent leader, a person who went on this trip last year and therefore has the necessary experience. If you have any problems during the two days, you should always go directly to your tent leader and speak to him/her. We are not expecting there to be very bad weather this weekend in Scotland, but the weather situation in the Scottish hills is always very unpredictable and for this reason, we have advised everyone to take wet weather clothing with you. If windy, stormy weather arrives at the camping area, it may also be necessary to leave the hills and go down into the town. It's very likely that your phones will not work in the hills, so you must warn your parents of this. You will be able to use your phones when we are in the town, but not when we are camping. If you have any other questions about the trip, come either to me or Mrs. Sanderson.",A2,https://www.esl-lounge.com/student/reading/2r13-pre-intermediate-reading-the-scotland-trip-multiple-choice.php,esl_lounge,{'title': 'The Scotland Trip'}
"Today, millions of people want to learn or improve their English but it is difficult to find the best method. Is it better to study in Britain or America or to study in your own country? The advantages of going to Britain seem obvious. Firstly, you will be able to listen to the language all the time you are in the country. You will be surrounded completely by the language wherever you go. Another advantage is that you have to speak the language if you are with other people. In Italy, it is always possible, in the class, to speak Italian if you want to and the learning is slower.  On the other hand, there are also advantages to staying at home to study. You don't have to make big changes to your life. As well as this, it is also a lot cheaper than going to Britain but it is never possible to achieve the results of living in the UK. If you have a good teacher in Italy, I think you can learn in a more concentrated way than being in Britain without going to a school.  So, in conclusion, I think that if you have enough time and enough money, the best choice is to spend some time in the UK. This is simply not possible for most people, so being here in Italy is the only viable option. The most important thing to do in this situation is to maximise your opportunities: to speak only English in class and to try to use English whenever possible outside the class.",B1,https://www.esl-lounge.com/student/reading/3r1-learn-english-reading.php,esl_lounge,{'title': 'Reading Comprehension - Learning English.'}
"I have returned to my hometown of Wilson Creek after an absence of 10 years. So many things have changed around here. When I left Wilson Creek, there was a small pond on the right as you left town. They have filled in this pond and they have built a large shopping mall there. A new post office has also been built just across from my old school. There is a baseball stadium on the outskirts of Wilson Creek which has been changed completely. They have now added a new stand where probably a few thousand people could sit. It looks really great. The biggest changes have taken place in the downtown area. They have pedestrianised the centre and you can't drive there anymore. A European-style fountain has been built and some benches have also been added along with a grassy area and a new street cafe. My street looks just the same as it always has but a public library has been built in the next street along. There used to be a great park there but they have cut down all the trees which is a pity. The library now has a large green area in front of it but it's not the same as when the park was there. Another improvement is the number of new restaurants that have opened in Wilson Creek. A Chinese and an Italian restaurant have opened in the town centre and a Mexican restaurant has opened near my home. Which is where I am going tonight!",B1,https://www.esl-lounge.com/student/reading/3r3-changes-in-town.php,esl_lounge,{'title': 'Changes In Town'}
"He was believed to have been born on April 16, 1889. There is some doubt whether April 16 is actually his birthday, and it is possible he was not born in 1889. There is also uncertainty about his birthplace: London or Fontainebleau, France. There is no doubt, however, as to his parentage: he was born to Charles Chaplin, Sr. and Hannah Harriette Hill (aka Lily Harley on stage), both Music Hall entertainers. His parents separated soon after his birth, leaving him in the care of his increasingly unstable mother. In 1896, Chaplin's mother was unable to find work; Charlie and his older half-brother Sydney Chaplin had to be left in the workhouse at Lambeth, moving after several weeks to Hanwell School for Orphans and Destitute Children. His father died an alcoholic when Charlie was 12, and his mother suffered a mental breakdown, and was eventually admitted temporarily to the Cane Hill Asylum at Coulsdon (near Croydon). She died in 1928 in the United States, two years after coming to the States to live with Chaplin, by then a commercial success. Charlie first took to the stage when, aged five, he performed in Music Hall in 1894, standing in for his mother. As a child, he was confined to a bed for weeks due to a serious illness, and, at night, his mother would sit at the window and act out what was going on outside. In 1900, aged 11, his brother helped get him the role of a comic cat in the pantomime Cinderella at the London Hippodrome. In 1903 he appeared in 'Jim, A Romance of Cockayne', followed by his first regular job, as the newspaper boy Billy in Sherlock Holmes, a part he played into 1906. This was followed by Casey's 'Court Circus' variety show, and, the following year, he became a clown in Fred Karno's 'Fun Factory' slapstick comedy company. According to immigration records, he arrived in the United States with the Karno troupe on October 2, 1912. In the Karno Company was Arthur Stanley Jefferson, who would later become known as Stan Laurel. Chaplin and Laurel shared a room in a boarding house. Stan Laurel returned to England but Chaplin remained in the United States. Chaplin's act was seen by film producer Mack Sennett, who hired him for his studio, the Keystone Film Company.",B1,https://www.esl-lounge.com/student/reading/3r9-charlie-chaplin.php,esl_lounge,{'title': 'Charlie Chaplin's Early Life'}
