source_text,level,link,name,metadata
"Atmospheric pressure can support a column of water up to 10 meters high. But plants can move water much higher, the sequoia tree can pump water to its very top, more than 100 meters above the ground. Until the end of the nineteenth century, the movement of water in trees and other tall plants was a mystery. Some botanists hypothesized that the living cells of plants in which all the cells are killed can still move water to appreciable heights. Other explanations for the movement of water in plants have been based on root pressure, a push on the water from the roots at the bottom of the plant. But root pressure is not nearly great enough to push water to the tops of tall trees. Furthermore, the conifers, which are among the tallest trees, have unusually low root pressures.If water is not pumped to the top of a tall tree, and if it is not pushed to the top of a tall tree, then we may ask, how does it get there? According to the currently accepted cohesion-tension theory, water is pulled there. The pull on a rising column of water in a plant results from the evaporation of water at the top of the plant. As water is lost from the surface of the leaves, a negative pressure, or tension, is created. The evaporated water is replaced by water moving from inside the plant in unbroken columns that extend from the top of a plant to its roots. The same forces that create surface tension in any sample of water are responsible for the maintenance of these unbroken columns of water. When water is confined in tubes of very small bore, the forces of cohesion (the attraction between water molecules) are so great that the strength of a column of water compares with the strength of a steel wire of the same diameter. This cohesive strength permits columns of water to be pulled to great heights without being broken.",C1,https://englishteststore.net/test/reading/advanced/test11/index.html,englishteststore,{}
"Mass transportation revised the social and economic fabric of the American city in three fundamental ways. It catalyzed physical expansion, it sorted out people and land uses, and it accelerated the inherent instability of urban life. By opening vast areas of unoccupied land for residential expansion, the omnibuses, horse railways, commuter trains, and electric trolleys pulled settled regions outward two to four times more distant from city centers than they were in the pre-modern era. In 1850, for example, the borders of Boston lay scarcely two miles from the old business district; by the turn of the century the radius extended ten miles. Now those who could afford it could live far removed from the old city center and still commute there for work, shopping, and entertainment. The new accessibility of land around the periphery of almost every major city sparked an explosion of real estate development and fueled what we now know as urban sprawl. Between 1890 and 1920, for example, some 250,000 new residential lots were recorded within the borders of Chicago, most of them located in outlying areas. Over the same period, another 550,000 were plotted outside the city limits but within the metropolitan area. Anxious to take advantage of the possibilities of commuting, real estate developers added 800,000 potential building sites to the Chicago region in just thirty yearslots that could have housed five to six million people.Of course, many were never occupied; there was always a huge surplus of subdivided, but vacant, land around Chicago and other cities. These excesses underscore a feature of residential expansion related to the growth of mass transportation: urban sprawl was essentially unplanned. It was carried out by thousands of small investors who paid little heed to coordinated land use or to future land users. Those who purchased and prepared land for residential purposes, particularly land near or outside city borders where transit lines and middle-class inhabitants were anticipated, did so to create demand as much as to respond to it. Chicago is a prime example of this process. Real estate subdivision there proceeded much faster than population growth.",C1,https://englishteststore.net/test/reading/advanced/test12/index.html,englishteststore,{}
"The preservation of embryos and juveniles is rare occurrence in the fossil record. The tiny, delicate skeletons are usually scattered by scavengers or destroyed by weathering before they can be fossilized. Ichthyosaurs had a higher chance of being preserved than did terrestrial creatures because, as marine animals, they tended to live in environments less subject to erosion. Still, their fossilization required a suite of factors: a slow rate of decay of soft tissues, little scavenging by other animals, a lack if swift currents and waves to jumble and carry away small bones, and fairly rapid burial. Given these factors, some areas have become a treasury of well-preserved ichthyosaur fossils.The deposits at Holzmaden, Germany, present an interesting case for analysis. The ichthyosaur remains are found in black, bituminous marine shales deposited about 190 million years ago. Over the years, thousands of specimens of marine reptiles, fish, and invertebrates have been recovered from these rocks. The quality of preservation is outstanding, but what is even more impressive is the number of ichthyosaur fossils containing preserved embryos. Ichthyosaurs with embryos have been reported from 6 different levels of the shale in a small area around Holzmaden, suggesting that a specific site was used by large numbers of ichthyosaurs repeatedly over time. The embryos are quite advanced in their physical development; their paddles, for example, are already well formed. One specimen is even preserved in the birth canal. In addition, the shale contains the remains of many newborns that are between 20 and 30 inches long.Why are there so many pregnant females and young at Holzmaden when they are so rare elsewhere? The quality of preservation is almost unmatched, and quarry operations factors do not account for the interesting question of how there came to be such a concentration of pregnant ichthyosaurs in a particular place very close to their time of giving birth.",C1,https://englishteststore.net/test/reading/advanced/test13/index.html,englishteststore,{}
"The Lewis and Clark expedition, sponsored by President Jefferson, was the most important official examination of the high plains and the Northwest before the War of 1812. The President's secretary, Captain Meriwether Lewis, had been instructed to ""explore the Missouri River, and such principal streams of it as, by its course and communication with the waters of the Pacific Ocean …may offer her most direct and practicable water communication across the continent, for the purposes of commerce."" Captain William Clark, the younger brother of famed George Rogers Clerk, was invited to share the command of the exploring party.Amid rumors that there were prehistoric mammoths wandering around the unknown region and that somewhere in its wilds was a mountain of rock salt 80 by 45 miles in extent, the two captains set out. The date was May 14, 1804. Their point of departure was the mouth of the Wood River, just across the Mississippi from the entrance of the Missouri River. After toiling up the Missouri all summer, the group wintered near the Mandan villages in the center of what is now North Dakota. Resuming their journey in the spring of 1805, the men worked their way along the Missouri to its source and then crossed the mountains of western Montana and Idaho. Picking up a tributary of the Columbia River, they continued westward until they reached the Pacific Ocean, where they stayed until the following spring.Lewis and Clark brought back much new information, including the knowledge that the continent was wider than originally supposed. More specifically, they learned a good deal about river drainages and mountain barriers. They ended speculation that an easy coast-to-coast route existed via the Missouri-Columbia River systems, and their reports of the climate, the animals and birds, the trees and plants, and the Indians of the Westthough not immediately publishedwere made available to scientists.",C1,https://englishteststore.net/test/reading/advanced/test14/index.html,englishteststore,{}
"For a century and a half the piano has been one of the most popular solo instruments for Western music. Unlike string and wind instrument, the piano is completely self-sufficient, as it is able to play both the melody and its accompanying harmony at the same time. For this reason, it became the favorite household instrument of the nineteenth century.The ancestry of the piano can be traced to the early keyboard instruments of the fifteenth and sixteenth centuriesthe spinet, the dulcimer, and the virginal. In the seventeenth century the organ, the clavichord, and the harpsichord became the chief instruments of the keyboard group, a supremacy they maintained until the piano supplanted them at the end of the eighteenth century. The clavichord's tone was metallic and never powerful; nevertheless, because of the variety of tone possible to it, many composers found the clavichord a sympathetic instrument for concert use, but the character of the tone could not be varied save by mechanical or structural devices.The piano was perfected in the early eighteenth century by a harpsichord maker in Italy (though musicologists point out several previous instances of the instrument). This instrument was called a piano e forte (soft and loud), to indicate its dynamic versatility; its strings were struck by a recoiling hammer with a felt-padded head. The wires were much heavier in the earlier instruments. A series of mechanical improvements continuing well into the nineteenth century, including the introduction of pedals to sustain tone or to soften it, the perfection of a metal frame and steel wire of the finest quality, finally produced an instrument capable of myriad tonal effects from the most delicate harmonies to an almost orchestral fullness of sound, from a liquid, singing tone to a sharp, percussive brilliance.",C1,https://englishteststore.net/test/reading/advanced/test15/index.html,englishteststore,{}
"Joyce Carol Oates published her first collection of short stories. By The Gate, in 1963, two years after she had received her master's degree from the University of Wisconsin and become an instructor of English at the University of Detroit. Her productivity since then has been prodigious, accumulating in less than two decades to nearly thirty titles, including novels, collections of short stories and verse, plays, and literary criticism. In the meantime, she has continued to teach, moving in 1967 from the University of Detroit to the University of Windsor, in Ontario, and, in 1978, to Princeton University. Reviewers have admired her enormous energy, but find a productivity of such magnitude difficult to assess.In a period characterized by the abandonment of so much of the realistic tradition by authors such as John Barth, Donald Barthelme, and Thomas Pynchon, Joyce Carol Oates has seemed at times determinedly old-fashioned in her insistence on the essentially mimetic quality of her fiction. Hers is a world of violence, insanity, fractured love, and hopeless loneliness. Although some of it appears to come from her own direct observations, her dreams, and her fears, much more is clearly from the experiences of others. Her first novel, With Shuddering Fall (1964), dealt with stock car racing, though she had never seen a race. IN Them (1969) she focused on Detroit from the Depression through the notes of 1967, drawing much of her material from the deep impression made on her by the problems of one of her students. Whatever the source and however shocking the events or the motivations, however, her fictive world remains strikingly akin to that real one reflected in the daily newspapers, the television news and talk shows, and the popular magazines of our day.",C1,https://englishteststore.net/test/reading/advanced/test16/index.html,englishteststore,{}
"Certainly no creature in the sea is odder than the common sea cucumber. All living creature, especially human beings, have their peculiarities, but everything about the little sea cucumber seems unusual. What else can be said about a bizarre animal that, among other eccentricities, eats mud, feeds almost continuously day and night but can live without eating for long periods, and can be poisonous but is considered supremely edible by gourmets?For some fifty million years, despite all its eccentricities, the sea cucumber has subsisted on its diet of mud. It is adaptable enough to live attached to rocks by its tube feet, under rocks in shallow water, or on the surface of mud flats. Common in cool water on both Atlantic and Pacific shores, it has the ability to suck up mud or sand and digest whatever nutrients are present.Sea cucumbers come in a variety of colors, ranging from black to reddish - brown to sand - color and nearly white. One form even has vivid purple tentacles. Usually the creatures are cucumber - shaped - hence their name - and because they are typically rock inhabitants, this shape, combined with flexibility, enables them to squeeze into crevices where they are safe from predators and ocean currents.Although they have voracious appetites, eating day and night, sea cucumbers have the capacity to become quiescent and live at a low metabolic rate - feeding sparingly or not at all for long periods, so that the marine organisms that provide their food have a chance to multiply. If it were not for this faculty, they would devour all the food available in s short time and would probably starve themselves out of existence.But the most spectacular thing about the sea cucumber is the way it defends itself. Its major enemies are fish and crabs, when attacked, it squirts all its internal organs into the water. It also casts off attached structures such as tentacles. The sea cucumber will eviscerate and regenerate itself if it is attacked or even touched; it will do the same if surrounding water temperature is too high or if the water becomes too polluted.",C1,https://englishteststore.net/test/reading/advanced/test17/index.html,englishteststore,{}
"A folk culture is small, isolated, cohesive, conservative, nearly self-sufficient group that is homogeneous in custom and race, with a strong family or clan structure and highly developed rituals. Order is maintained through sanctions based in the religion or family, and interpersonal relationships are strong. Tradition is paramount, and change comes infrequently and slowly. There is relatively little division of labor into specialized duties. Rather, each person is expected to perform a great variety of tasks, though duties many differ between the sexes. Most goods are handmade, and a subsistence economy prevails. Individualism is weakly developed in folk cultures, as are social classes. Unaltered folk cultures no longer exist in industrialized countries such as the United States and Canada. Perhaps the nearest modern-equivalent in Anglo-America is the Amish, a German American farming sect that largely renounces the products and labor saving device of the industrial age. In Amish areas, horse - drawn buggies still serve as a local transportation device, and the faithful are not permitted to own automobiles. The Amish's central religious concept of Demut, ""humility"", clearly reflects the weakness of individualism and social class so typical of folk cultures, and there is a corresponding strength of Amish group identity. Rarely do the Amish marry outside their sect. The religion, a variety of the Mennonite faith, provides the principal mechanism for maintaining -order.By contrast, a popular culture is a large heterogeneous group, often highly individualistic and constantly changing. Relationships tend to be impersonal, and a pronounced division of labor exists, leading to the establishment of many specialized professions. Secular institutions of control such as the police and army take the place of religion and family in maintaining order, and a money-based economy prevails. Because of these contrasts, ""popular"" may be viewed as clearly different from ""folk"". The popular is replacing the folk in industrialized countries and in many developing nations, Folk-made objects give way to their popular equivalent, usually because the popular item is more quickly or cheaply produced, is easier or time saving to use, or lends more prestige to the owner.",C1,https://englishteststore.net/test/reading/advanced/test18/index.html,englishteststore,{}
"Many of the most damaging and life-threatening types of weather - torrential rains, severe thunderstorms, and tornadoes - begin quickly, strike suddenly, and dissipate rapidly, devastating small regions while leaving neighboring areas untouched. One such event, a tornado, stuck the northeastern section of Edmonton, Alberta, in July 1987. Total damages from the tornado exceeded 250 million, the highest ever for any Canadian storm. Conventional computer models of the atmosphere have limited value in predicting short - lived local storms like the Edmonton tornado, because the available weather data are generally not detailed enough to allow computers to discern the subtle atmospheric changes that precede these storms. In most nations, for example, weather -balloon observations are taken just once every twelve hours at locations typically separated by hundreds of miles. With such limited data, conventional forecasting models do a much better job predicting general weather conditions over large regions than they do forecasting specific local events.Until recently, the observation - intensive approach needed for accurate, very short - range forecasts, or ""Nowcasts,"" was not feasible. The cost of equipping and operating many thousands of conventional weather stations was prohibitively high, and the difficulties involved in rapidly collecting and processing the raw weather data from such a network were insurmountable. Fortunately, scientific and technological advances have overcome most of these problems. Radar systems, automated weather instruments, and satellites are all capable of making detailed, nearly continuous observation over large regions at a relatively low cost. Communications satellites can transmit data around the world cheaply and instantaneously, and modern computers can quickly compile and analyzing this large volume of weather information. Meteorologists and computer scientists now work together to design computer programs and video equipment capable of transforming raw weather data into words, symbols, and vivid graphic displays that forecasters can interpret easily and quickly. As meteorologists have begun using these new technologies in weather forecasting offices, Nowcasting is becoming a reality.",C1,https://englishteststore.net/test/reading/advanced/test19/index.html,englishteststore,{}
"People in the United States in the nineteenth century were haunted by the prospect that unprecedented change in he nation's economy would bring social chaos. In the years following 1820, after several decades of relative stability, the economy entered a period of sustained and extremely rapid growth that continued to the end of the nineteenth century. Accompanying that growth that was a structural change that featured increasing economic diversification and a gradual shift in the nation's labor force from agriculture to manufacturing and other nonagricultural pursuits.Although the birth rate continued to decline from its high level of the eighteenth and early nineteenth century. The population roughly doubled every generation during the rest of the nineteenth centuries. As the population grew, its makeup also changed. Massive waves of immigration brought new ethnic groups into the country. Geographic and social mobility - downward as well as upward - touched almost everyone. Local studies indicate that nearly three - quarters of the population - in the North and South, in the emerging cities of the Northeast, and in the restless rural counties of the West - changed their residence each decade. As a consequence, historian David Donald has written, ""Social atomization affected every segment of society,"" and it seemed to many people that ""all the recognized values of orderly civilization were gradually being eroded."" Rapid industrialization and increased geographic mobility in the nineteenth century had special implications for women because these tended to magnify social distinctions. As the roles men and women played in society became more rigidly defined, so did the roles they played in the home. In the context of extreme competitiveness and dizzying social change, the household lost many of its earlier functions and the home came to serve as a haven of tranquility and order. As the size of families decreased, the roles of husband and wife became more clearly differentiated than ever before. In the middle class especially, men participated in the productive economy while women ruled the home and served as the custodians of civility and culture. The intimacy of marriage that was common in earlier periods was rent, and a gulf that at times seemed unbridgeable was created between husbands and wives.",C1,https://englishteststore.net/test/reading/advanced/test20/index.html,englishteststore,{}
